Latitude: 44.97084  Longitude: -121.87606
X & Y on Lambert Conformal Conic: -1627224.85 476380.88
Tile: 12090
Elevation: 752 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129
year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
1980,1,31161.82,2.18,80.78,0.00,6.34,1.29,670.40
1980,2,31212.39,9.80,88.15,0.00,5.55,0.04,612.68
1980,3,31267.09,3.05,98.78,0.00,5.48,-0.82,575.19
1980,4,31325.86,29.89,71.89,0.00,4.57,0.28,623.20
1980,5,31388.66,5.05,61.74,0.00,3.76,0.16,617.89
1980,6,31455.45,0.00,156.82,0.00,2.03,-5.66,400.76
1980,7,31526.17,16.63,118.84,16.63,-0.43,-6.89,364.61
1980,8,31600.76,49.04,109.42,16.48,0.13,-5.66,400.71
1980,9,31679.18,26.52,76.20,15.89,-0.81,-4.59,434.53
1980,10,31761.36,5.10,114.91,20.99,-0.08,-6.07,388.29
1980,11,31847.24,32.93,177.97,53.92,6.30,-6.80,367.23
1980,12,31936.77,54.31,169.59,52.56,8.49,-2.77,498.07
1980,13,32029.87,40.22,126.81,49.93,6.91,0.26,622.40
1980,14,32126.49,21.80,90.99,46.81,5.84,1.44,677.53
1980,15,32226.55,1.42,185.12,45.44,4.51,-2.73,499.64
1980,16,32329.99,13.55,131.77,43.42,5.52,-1.19,559.68
1980,17,32436.75,0.00,108.90,41.48,2.38,-1.39,551.86
1980,18,32546.74,0.00,173.63,41.48,-0.13,-6.43,377.65
1980,19,32659.90,0.00,229.31,41.48,2.91,-6.76,368.15
1980,20,32776.17,0.00,244.58,41.48,5.09,-6.07,388.38
1980,21,32895.46,0.00,231.26,40.29,6.53,-3.18,483.14
1980,22,33017.71,0.00,244.46,39.55,6.47,-4.22,446.79
1980,23,33142.85,0.00,247.39,38.27,7.99,-2.95,491.50
1980,24,33270.79,0.00,242.89,36.68,7.92,-2.24,518.28
1980,25,33401.48,4.30,158.61,35.73,3.89,-3.73,463.79
1980,26,33534.83,0.00,116.04,35.73,-5.51,-9.06,307.99
1980,27,33670.78,0.00,230.16,35.73,-7.48,-15.57,181.92
1980,28,33809.25,0.00,243.45,35.73,-8.16,-16.81,163.94
1980,29,33950.18,0.00,275.81,35.73,-4.81,-16.07,174.43
1980,30,34093.48,0.00,293.13,35.73,-1.01,-14.79,194.03
1980,31,34239.10,8.51,209.69,44.24,1.57,-9.86,289.07
