Latitude: 44.90586  Longitude: -121.89316
X & Y on Lambert Conformal Conic: -1630254.55 470062.82
Tile: 12090
Elevation: 815 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129
year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
1980,1,31187.53,2.30,76.59,0.00,6.15,1.26,668.77
1980,2,31237.98,9.98,87.07,0.00,5.44,-0.20,601.74
1980,3,31292.54,2.73,95.39,0.00,5.33,-0.96,569.22
1980,4,31351.17,33.31,70.73,0.00,4.62,0.30,623.96
1980,5,31413.82,3.88,62.80,0.00,3.57,-0.18,602.85
1980,6,31480.45,0.00,148.43,0.00,1.87,-5.88,394.01
1980,7,31551.00,18.22,120.70,18.22,-0.43,-7.40,350.44
1980,8,31625.41,45.43,106.70,18.03,0.29,-5.56,403.75
1980,9,31703.64,27.71,72.82,17.34,-0.65,-4.34,442.81
1980,10,31785.63,5.82,113.48,23.15,-0.15,-6.32,380.97
1980,11,31871.30,36.68,170.20,59.84,6.32,-7.14,357.50
1980,12,31960.62,58.40,158.88,58.37,8.13,-2.52,507.62
1980,13,32053.50,37.74,121.50,55.80,6.68,0.14,616.73
1980,14,32149.89,22.80,87.77,52.76,5.56,1.23,667.69
1980,15,32249.71,1.95,177.58,51.54,4.28,-3.10,485.87
1980,16,32352.91,12.67,124.15,49.50,5.36,-1.12,562.53
1980,17,32459.42,0.00,109.38,47.65,2.27,-1.62,542.53
1980,18,32569.15,0.00,167.12,47.65,-0.54,-6.91,364.08
1980,19,32682.06,0.00,219.85,47.65,3.18,-7.10,358.69
1980,20,32798.05,0.00,231.29,47.65,5.28,-6.39,378.78
1980,21,32917.07,0.00,219.00,46.50,6.70,-3.25,480.72
1980,22,33039.04,0.00,230.83,45.75,6.71,-4.23,446.57
1980,23,33163.88,0.00,234.28,44.56,8.12,-3.15,484.25
1980,24,33291.54,0.00,224.47,42.97,7.63,-2.22,518.91
1980,25,33421.92,3.88,148.73,42.11,3.35,-3.95,455.92
1980,26,33554.98,0.00,116.22,42.11,-5.99,-9.64,294.08
1980,27,33690.62,0.00,214.16,42.11,-8.06,-15.94,176.33
1980,28,33828.78,0.00,233.66,42.11,-8.28,-17.32,157.04
1980,29,33969.39,0.00,260.50,42.11,-4.88,-16.60,166.88
1980,30,34112.37,0.00,275.41,42.11,-0.79,-15.10,189.13
1980,31,34257.66,10.57,202.64,52.68,1.97,-9.80,290.47
1980,32,34405.20,21.24,171.90,51.73,4.52,-3.75,462.81
1980,33,34554.90,13.84,115.45,48.91,5.53,0.71,643.03
1980,34,34706.70,5.06,140.41,45.84,7.45,1.33,672.25
1980,35,34860.53,0.00,246.52,43.73,8.59,-0.99,568.26
1980,36,35016.34,13.55,144.24,41.12,6.45,0.21,620.24
1980,37,35174.04,15.39,120.60,38.33,5.54,0.64,639.57
1980,38,35333.59,0.00,222.21,36.33,6.24,-1.23,557.99
1980,39,35494.90,0.00,227.41,34.45,6.15,-1.51,546.93
1980,40,35657.94,0.00,219.29,32.59,5.59,-1.57,544.22
1980,41,35822.62,0.00,212.51,30.77,4.92,-1.67,540.27
1980,42,35988.89,0.00,264.59,29.40,6.37,-2.75,498.93
1980,43,36156.70,0.00,302.99,28.79,7.98,-4.54,436.13
1980,44,36325.98,0.00,264.88,27.84,5.23,-3.73,463.55
1980,45,36496.69,0.93,222.10,27.52,1.40,-5.25,413.30
1980,46,36668.75,1.35,267.84,27.37,3.11,-5.62,401.71
1980,47,36842.12,2.20,209.82,26.69,4.90,-4.39,441.28
