Latitude: 45.04517  Longitude: -122.06293
X & Y on Lambert Conformal Conic: -1638740.92 487646.57
Tile: 12089
Elevation: 494 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129
year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
1980,1,31110.21,3.11,82.35,0.00,7.45,2.33,722.40
1980,2,31161.03,11.91,75.81,0.00,6.14,1.57,683.94
1980,3,31215.99,4.31,90.13,0.00,6.50,0.88,650.78
1980,4,31275.05,31.77,69.31,0.00,5.60,1.54,682.62
1980,5,31338.16,12.32,52.26,0.00,4.52,1.57,684.22
1980,6,31405.27,0.00,133.11,0.00,2.71,-3.55,469.94
1980,7,31476.33,16.86,87.71,0.00,0.34,-4.74,429.48
1980,8,31551.29,51.22,87.28,0.00,1.39,-3.64,466.76
1980,9,31630.08,31.89,51.10,0.00,0.82,-1.91,530.91
1980,10,31712.65,7.41,83.14,0.00,0.86,-3.78,461.84
1980,11,31798.95,32.82,141.57,0.00,6.77,-4.65,432.43
1980,12,31888.90,56.50,142.73,0.00,9.61,-2.24,518.10
1980,13,31982.45,46.52,101.12,0.00,6.84,0.93,653.09
1980,14,32079.52,26.71,71.75,0.00,5.96,2.09,709.90
1980,15,32180.06,1.86,142.77,0.00,5.30,-0.98,568.65
1980,16,32283.99,16.02,108.10,0.00,6.20,0.00,610.61
1980,17,32391.24,4.05,71.76,0.00,3.78,0.08,614.05
1980,18,32501.75,0.00,148.30,0.00,2.13,-4.14,449.53
1980,19,32615.45,0.00,181.07,0.00,4.62,-4.07,451.81
1980,20,32732.25,0.00,189.65,0.00,5.78,-3.68,465.29
1980,21,32852.10,0.00,199.84,0.00,8.27,-2.45,509.94
1980,22,32974.92,0.00,199.96,0.00,7.90,-2.46,509.61
1980,23,33100.63,0.00,201.26,0.00,8.39,-1.87,532.37
1980,24,33229.16,0.00,199.90,0.00,7.76,-2.02,526.59
1980,25,33360.44,5.04,136.91,0.00,5.48,-2.15,521.40
1980,26,33494.40,0.00,96.71,0.00,-3.15,-6.45,377.09
1980,27,33630.97,0.00,188.75,0.00,-4.68,-12.27,238.51
1980,28,33770.07,0.00,193.18,0.00,-5.93,-13.65,213.06
