Latitude: 45.06711  Longitude: -122.16504
X & Y on Lambert Conformal Conic: -1645535.54 491901.25
Tile: 12089
Elevation: 689 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129
year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
1980,1,31110.21,4.91,60.11,0.00,6.34,2.68,740.30
1980,2,31161.03,12.53,74.37,0.00,5.86,1.26,668.90
1980,3,31215.99,3.96,93.60,0.00,5.42,-0.61,584.09
1980,4,31275.05,30.88,71.66,0.00,5.23,0.90,651.73
1980,5,31338.16,15.24,67.05,0.00,3.56,-0.39,593.42
1980,6,31405.27,0.00,147.66,0.00,2.25,-5.16,416.03
1980,7,31476.33,16.45,120.72,16.45,0.29,-6.55,374.36
1980,8,31551.29,53.12,108.09,15.74,1.51,-4.33,443.17
1980,9,31630.08,37.06,81.10,14.55,0.97,-3.15,484.27
1980,10,31712.65,8.13,88.81,14.11,-0.47,-4.97,422.33
1980,11,31798.95,30.98,163.30,13.94,7.00,-5.58,402.95
1980,12,31888.90,56.35,156.18,12.34,8.69,-2.20,519.54
1980,13,31982.45,48.56,122.42,9.69,7.09,0.32,624.96
1980,14,32079.52,30.01,88.67,6.50,6.09,1.60,685.75
1980,15,32180.06,3.01,126.50,4.74,5.05,-1.81,534.79
1980,16,32283.99,16.68,113.94,2.20,5.97,0.03,612.11
1980,17,32391.24,4.93,78.33,0.17,2.57,-1.17,560.59
1980,18,32501.75,0.00,161.23,0.08,0.39,-5.77,397.18
1980,19,32615.45,0.00,186.37,0.00,3.64,-5.56,403.55
1980,20,32732.25,0.00,198.45,0.00,6.40,-4.21,447.13
1980,21,32852.10,0.00,195.90,0.00,8.26,-1.92,530.38
1980,22,32974.92,0.00,204.35,0.00,8.68,-2.29,516.04
1980,23,33100.63,0.00,205.67,0.00,8.89,-1.95,529.39
1980,24,33229.16,0.00,199.52,0.00,7.97,-1.77,536.23
1980,25,33360.44,4.89,124.95,0.00,3.95,-2.79,497.28
1980,26,33494.40,0.00,132.73,0.00,-3.48,-8.34,325.74
1980,27,33630.97,0.00,183.23,0.00,-6.26,-13.56,214.75
1980,28,33770.07,0.00,195.43,0.00,-6.69,-14.65,196.24
1980,29,33911.63,0.00,221.20,0.00,-3.97,-14.08,205.75
1980,30,34055.58,0.00,238.00,0.00,0.08,-12.27,238.34
1980,31,34201.85,6.98,192.33,6.98,3.41,-7.46,348.96
1980,32,34350.37,27.10,162.96,5.49,5.36,-2.47,509.21
1980,33,34501.07,17.96,106.67,2.06,6.71,2.19,714.94
1980,34,34653.88,6.58,121.39,0.00,8.07,2.12,711.62
1980,35,34808.73,0.00,216.78,0.00,9.48,0.17,618.17
1980,36,34965.56,9.82,135.82,0.00,8.20,1.43,677.08
1980,37,35124.31,19.51,89.09,0.00,6.15,2.17,714.08
1980,38,35284.90,0.00,177.44,0.00,6.56,0.25,621.97
1980,39,35447.27,0.00,218.41,0.00,8.02,-0.59,585.20
1980,40,35611.36,0.00,199.38,0.00,6.82,-0.52,588.05
1980,41,35777.12,0.00,211.41,0.00,7.09,-0.65,582.52
1980,42,35944.47,0.00,239.17,0.00,7.65,-1.68,539.97
1980,43,36113.35,0.00,270.72,0.00,9.12,-3.51,471.25
1980,44,36283.72,0.00,234.08,0.00,5.61,-3.15,484.06
1980,45,36455.52,0.00,179.75,0.00,2.04,-3.76,462.45
1980,46,36628.68,1.75,249.30,0.00,5.52,-3.85,459.52
1980,47,36803.16,2.61,184.32,0.00,6.17,-2.93,492.32
1980,48,36978.90,10.07,185.11,0.00,7.47,-1.63,541.84
1980,49,37155.84,13.29,157.43,0.00,9.60,2.51,731.52
1980,50,37333.95,9.39,137.64,0.00,8.63,2.84,749.06
1980,51,37513.16,4.87,125.73,0.00,5.93,0.94,653.65
1980,52,37693.43,0.00,267.42,0.00,7.99,-1.33,554.08
1980,53,37874.71,10.12,161.10,0.00,6.61,0.18,618.64
1980,54,38056.96,4.00,190.77,0.00,8.27,0.20,619.85
1980,55,38240.13,4.69,214.65,0.00,12.30,2.13,712.15
1980,56,38424.18,15.48,139.98,0.00,9.46,4.14,820.79
1980,57,38609.06,4.74,172.12,0.00,11.48,4.63,849.68
1980,58,38794.73,7.83,159.25,0.00,12.21,6.10,941.00
1980,59,38981.15,8.19,124.05,0.00,8.60,4.25,827.59
1980,60,39168.28,0.00,313.25,0.00,11.48,0.81,647.75
1980,61,39356.08,0.00,316.98,0.00,12.53,1.80,695.33
1980,62,39544.52,0.00,315.74,0.00,13.54,2.96,755.17
1980,63,39733.55,9.46,150.69,0.00,7.79,2.62,737.61
