Latitude: 45.29863  Longitude: -122.40907
X & Y on Lambert Conformal Conic: -1656702.08 520405.2
Tile: 12089
Elevation: 140 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129
year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
1980,1,31006.23,4.98,82.13,0.00,10.04,4.82,860.83
1980,2,31057.55,9.81,71.91,0.00,8.10,3.69,795.66
1980,3,31113.05,1.80,120.95,0.00,7.73,2.04,707.46
1980,4,31172.69,22.99,60.09,0.00,6.48,2.93,754.04
1980,5,31236.41,11.41,83.93,0.00,6.90,1.80,695.21
1980,6,31304.18,0.30,150.69,0.00,3.93,-3.35,476.96
1980,7,31375.93,8.48,86.52,0.00,1.37,-3.67,465.81
1980,8,31451.61,48.61,91.15,0.00,3.26,-2.09,523.83
1980,9,31531.17,43.75,60.74,0.00,2.94,-0.43,592.07
1980,10,31614.54,8.33,85.39,0.00,2.88,-1.98,528.10
1980,11,31701.66,19.45,138.36,0.00,8.64,-1.64,541.58
1980,12,31792.48,40.59,143.57,0.00,12.23,0.66,640.48
1980,13,31886.92,40.11,97.60,0.00,7.89,2.22,716.38
1980,14,31984.92,26.45,85.11,0.00,7.47,2.70,741.62
1980,15,32086.41,2.96,109.86,0.00,6.81,0.41,629.03
1980,16,32191.33,13.82,94.34,0.00,8.08,2.82,747.81
1980,17,32299.60,2.43,107.69,0.00,6.82,0.75,644.83
1980,18,32411.15,0.00,176.13,0.00,4.62,-3.27,479.71
1980,19,32525.91,0.00,183.28,0.00,6.65,-1.79,535.47
1980,20,32643.81,0.00,178.81,0.00,6.53,-1.37,552.64
1980,21,32764.77,0.00,207.94,0.00,9.07,-1.68,540.02
1980,22,32888.73,0.00,195.50,0.00,8.76,-0.32,596.82
1980,23,33015.60,0.00,208.11,0.00,8.83,-1.32,554.66
1980,24,33145.32,0.00,212.91,0.00,7.62,-2.66,502.13
1980,25,33277.81,0.00,182.51,0.00,7.06,-0.41,592.83
1980,26,33413.00,0.00,164.90,0.00,0.89,-5.26,412.98
1980,27,33550.81,0.00,173.06,0.00,-2.39,-8.78,314.71
1980,28,33691.17,0.00,178.09,0.00,-3.37,-9.90,288.28
1980,29,33834.01,0.00,223.82,0.00,-0.64,-10.15,282.53
1980,30,33979.26,0.00,226.95,0.00,1.26,-8.37,324.92
1980,31,34126.84,3.42,153.89,0.00,2.92,-5.07,418.94
1980,32,34276.69,26.35,154.08,0.00,6.42,-1.67,540.52
1980,33,34428.74,22.17,113.21,0.00,8.39,3.10,763.11
1980,34,34582.91,4.88,168.22,0.00,11.87,2.23,717.23
1980,35,34739.13,0.00,242.97,0.00,12.66,1.23,667.39
1980,36,34897.35,3.71,143.65,0.00,10.67,3.46,782.36
1980,37,35057.49,12.95,110.80,0.00,9.51,4.40,836.25
1980,38,35219.48,1.69,172.22,0.00,8.82,2.83,748.59
1980,39,35383.27,0.00,237.69,0.00,10.40,0.66,640.82
1980,40,35548.79,0.00,219.67,0.00,10.23,1.84,697.50
1980,41,35715.98,0.00,216.26,0.00,10.70,2.70,741.66
1980,42,35884.78,0.00,223.72,0.00,9.47,1.36,673.60
1980,43,36055.12,0.00,270.49,0.00,10.08,-1.64,541.54
1980,44,36226.95,0.00,228.75,0.00,6.20,-1.93,530.24
1980,45,36400.22,0.00,148.68,0.00,3.85,-0.77,577.23
1980,46,36574.86,3.30,150.31,0.00,5.43,-1.12,562.64
1980,47,36750.82,2.84,156.19,0.00,7.06,0.21,620.02
1980,48,36928.05,9.33,140.54,0.00,7.89,1.98,704.31
1980,49,37106.49,8.26,186.38,0.00,12.64,3.79,800.94
1980,50,37286.09,5.52,152.31,0.00,11.13,4.68,852.95
1980,51,37466.81,2.31,162.85,0.00,10.18,3.40,779.03
1980,52,37648.59,0.00,269.17,0.00,9.19,0.13,616.53
1980,53,37831.39,6.91,186.37,0.00,9.11,1.30,671.11
