Latitude: 45.26438  Longitude: -122.23902
X & Y on Lambert Conformal Conic: -1645387.46 513537.36
Tile: 12089
Elevation: 374 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129
year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
1980,1,31006.23,6.37,77.58,0.00,8.20,3.50,784.67
1980,2,31057.55,12.55,71.51,0.00,6.88,2.66,739.36
1980,3,31113.05,3.79,93.13,0.00,6.61,0.86,649.87
1980,4,31172.69,26.28,70.00,0.00,5.80,1.75,692.80
1980,5,31236.41,10.17,75.22,0.00,5.10,0.75,645.00
1980,6,31304.18,0.93,150.61,0.00,3.21,-4.18,448.16
1980,7,31375.93,14.58,94.55,0.00,0.47,-5.01,420.94
1980,8,31451.61,53.92,91.20,0.00,1.81,-3.41,474.98
1980,9,31531.17,43.56,69.45,0.00,1.54,-2.22,518.74
1980,10,31614.54,14.62,86.49,0.00,1.35,-3.45,473.59
1980,11,31701.66,25.13,140.41,0.00,7.20,-3.49,471.86
1980,12,31792.48,45.48,142.61,0.00,10.30,-0.95,569.88
1980,13,31886.92,43.68,99.87,0.00,6.84,1.14,663.21
1980,14,31984.92,28.33,81.19,0.00,6.30,1.92,701.34
1980,15,32086.41,2.32,109.83,0.00,5.64,-0.63,583.19
1980,16,32191.33,16.00,98.95,0.00,6.75,1.32,671.76
1980,17,32299.60,4.71,94.29,0.00,4.89,-0.11,605.88
1980,18,32411.15,0.00,165.47,0.00,2.79,-4.41,440.52
1980,19,32525.91,0.00,179.63,0.00,4.85,-3.43,474.09
1980,20,32643.81,0.00,189.47,0.00,6.58,-2.52,507.32
1980,21,32764.77,0.00,200.29,0.00,8.49,-1.83,534.15
1980,22,32888.73,0.00,198.19,0.00,8.56,-1.20,559.22
1980,23,33015.60,0.00,206.87,0.00,8.93,-1.69,539.54
1980,24,33145.32,0.00,208.58,0.00,8.08,-2.32,515.12
1980,25,33277.81,0.00,172.64,0.00,5.53,-1.38,552.23
1980,26,33413.00,0.00,151.57,0.00,-1.36,-6.84,365.86
1980,27,33550.81,0.00,177.52,0.00,-4.25,-10.92,265.83
1980,28,33691.17,0.00,180.92,0.00,-5.18,-11.91,245.45
1980,29,33834.01,0.00,217.42,0.00,-2.43,-11.73,249.08
1980,30,33979.26,0.00,227.29,0.00,0.13,-10.05,284.76
1980,31,34126.84,4.49,185.73,4.49,2.84,-6.55,374.19
1980,32,34276.69,28.30,167.46,2.90,5.52,-2.22,518.77
1980,33,34428.74,20.69,102.38,0.00,7.00,2.40,726.08
1980,34,34582.91,7.05,153.59,0.00,9.93,1.95,702.91
1980,35,34739.13,0.00,232.83,0.00,11.23,0.64,639.86
1980,36,34897.35,5.45,143.60,0.00,9.42,2.38,724.80
1980,37,35057.49,16.79,100.39,0.00,7.70,3.32,774.72
1980,38,35219.48,6.15,134.68,0.00,7.74,1.58,684.52
1980,39,35383.27,0.00,222.63,0.00,8.70,0.07,613.63
1980,40,35548.79,0.00,202.17,0.00,8.48,1.19,665.66
1980,41,35715.98,0.00,208.92,0.00,8.72,1.28,669.85
1980,42,35884.78,0.00,220.88,0.00,7.96,0.11,615.67
1980,43,36055.12,0.00,266.67,0.00,9.12,-2.47,509.37
1980,44,36226.95,0.00,225.55,0.00,5.35,-2.53,507.07
1980,45,36400.22,0.00,153.08,0.00,2.15,-2.46,509.80
1980,46,36574.86,2.91,167.15,0.00,4.57,-2.78,497.89
1980,47,36750.82,3.77,172.25,0.00,6.06,-1.61,542.83
1980,48,36928.05,10.97,167.86,0.00,7.29,-0.02,609.95
1980,49,37106.49,11.36,175.73,0.00,10.77,2.93,753.85
1980,50,37286.09,8.19,150.38,0.00,9.82,3.69,795.50
1980,51,37466.81,3.82,152.03,0.00,8.26,2.27,719.22
1980,52,37648.59,0.00,273.50,0.00,8.80,-0.59,584.80
1980,53,37831.39,7.69,183.93,0.00,7.92,0.51,633.61
1980,54,38015.16,3.10,204.70,0.00,9.99,1.24,667.82
1980,55,38199.85,1.92,270.81,0.00,12.48,3.68,795.11
1980,56,38385.42,11.98,128.74,0.00,9.71,5.14,880.39
1980,57,38571.83,4.52,163.03,0.00,12.05,6.01,935.21
1980,58,38759.03,5.79,145.47,0.00,12.38,7.20,1015.20
1980,59,38946.99,10.05,157.69,0.00,11.01,5.51,903.40
1980,60,39135.66,0.00,320.96,0.00,13.49,2.34,722.65
1980,61,39325.00,0.00,311.95,0.00,13.71,3.55,787.77
1980,62,39514.98,0.00,322.69,0.00,15.66,4.56,845.72
1980,63,39705.56,4.88,166.13,0.00,9.66,4.03,814.90
1980,64,39896.70,6.25,175.65,0.00,10.66,4.71,854.54
1980,65,40088.36,15.89,109.15,0.00,5.39,2.14,712.55
1980,66,40280.52,0.91,311.63,0.00,8.90,0.29,623.60
1980,67,40473.13,2.22,241.00,0.00,9.90,0.86,649.80
1980,68,40666.16,0.00,269.44,0.00,10.29,3.49,784.51
1980,69,40859.59,0.00,337.09,0.00,10.87,1.06,659.24
