Latitude: 45.20433  Longitude: -122.33047
X & Y on Lambert Conformal Conic: -1653675.5 509205.25
Tile: 12089
Elevation: 352 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129
year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
1980,1,31058.34,5.96,75.68,0.00,8.60,3.95,810.34
1980,2,31109.42,12.15,74.44,0.00,7.27,2.77,745.52
1980,3,31164.65,2.43,93.17,0.00,6.92,1.09,660.83
1980,4,31223.99,26.48,67.02,0.00,6.10,2.18,714.61
1980,5,31287.41,13.79,80.99,0.00,5.60,0.80,647.32
1980,6,31354.85,0.34,149.44,0.00,3.30,-3.91,457.49
1980,7,31426.25,10.95,97.29,0.00,1.04,-4.71,430.54
1980,8,31501.57,52.66,91.41,0.00,2.56,-2.75,498.87
1980,9,31580.74,43.33,64.92,0.00,2.29,-1.28,556.33
1980,10,31663.71,10.13,81.70,0.00,1.51,-3.04,488.35
1980,11,31750.42,23.98,142.46,0.00,7.76,-3.21,482.03
1980,12,31840.81,47.54,142.91,0.00,10.66,-0.48,589.72
1980,13,31934.80,45.02,104.84,0.00,7.51,1.35,673.30
1980,14,32032.33,29.72,83.81,0.00,6.94,2.32,721.67
1980,15,32133.35,4.11,112.87,0.00,6.19,-0.39,593.64
1980,16,32237.77,16.54,98.44,0.00,7.26,1.80,695.25
1980,17,32345.53,4.79,95.83,0.00,5.22,0.05,612.70
1980,18,32456.56,0.00,164.92,0.00,3.05,-4.09,451.12
1980,19,32570.78,0.00,185.41,0.00,5.53,-3.17,483.29
1980,20,32688.13,0.00,191.08,0.00,6.78,-2.33,514.62
1980,21,32808.54,0.00,205.92,0.00,9.20,-1.62,542.36
1980,22,32931.92,0.00,202.46,0.00,9.17,-0.90,571.71
1980,23,33058.21,0.00,209.08,0.00,9.18,-1.38,552.22
1980,24,33187.34,0.00,209.69,0.00,7.95,-2.28,516.76
1980,25,33319.22,0.00,179.11,0.00,5.96,-1.35,553.21
1980,26,33453.79,0.00,159.99,0.00,-0.53,-6.46,376.76
1980,27,33590.98,0.00,179.74,0.00,-3.76,-10.54,273.82
1980,28,33730.71,0.00,188.33,0.00,-4.57,-11.73,248.99
1980,29,33872.91,0.00,225.13,0.00,-1.84,-11.71,249.47
1980,30,34017.51,0.00,233.60,0.00,0.89,-9.81,290.15
1980,31,34164.43,4.66,166.70,0.00,3.53,-5.83,395.46
1980,32,34313.61,28.18,151.25,0.00,6.25,-1.62,542.55
1980,33,34464.98,21.68,108.29,0.00,8.02,3.02,758.37
1980,34,34618.47,6.52,151.91,0.00,10.25,2.34,722.55
1980,35,34774.01,0.00,235.64,0.00,11.57,0.88,650.77
1980,36,34931.53,5.71,145.27,0.00,9.90,2.67,739.72
1980,37,35090.97,16.34,103.16,0.00,8.26,3.64,792.77
1980,38,35252.26,4.61,131.73,0.00,7.88,1.82,696.24
1980,39,35415.34,0.00,233.46,0.00,9.56,0.11,615.43
1980,40,35580.15,0.00,211.64,0.00,8.94,1.06,659.59
1980,41,35746.62,0.00,219.79,0.00,9.54,1.39,675.36
1980,42,35914.69,0.00,232.38,0.00,8.86,0.22,620.34
1980,43,36084.30,0.00,271.42,0.00,9.75,-2.26,517.27
1980,44,36255.40,0.00,231.97,0.00,6.05,-2.31,515.42
1980,45,36427.93,0.00,158.89,0.00,3.07,-1.87,532.55
1980,46,36601.83,2.53,171.01,0.00,5.70,-2.09,523.81
1980,47,36777.04,3.39,170.88,0.00,6.83,-0.93,570.48
1980,48,36953.52,10.34,165.43,0.00,7.98,0.65,640.13
1980,49,37131.22,10.34,176.38,0.00,11.42,3.34,776.03
1980,50,37310.07,7.76,149.87,0.00,10.27,3.99,812.62
1980,51,37490.03,3.59,150.64,0.00,8.50,2.43,727.70
1980,52,37671.06,0.00,270.85,0.00,8.86,-0.38,593.92
1980,53,37853.10,8.04,180.05,0.00,8.32,0.98,655.46
1980,54,38036.10,2.94,211.56,0.00,10.91,1.39,675.11
1980,55,38220.03,2.21,205.84,0.00,13.27,4.17,822.66
1980,56,38404.84,10.99,130.53,0.00,10.43,5.64,911.37
1980,57,38590.48,4.67,163.91,0.00,12.88,6.61,974.81
1980,58,38776.92,5.92,148.84,0.00,13.09,7.60,1043.43
1980,59,38964.10,9.78,156.57,0.00,11.42,5.81,922.26
1980,60,39152.00,0.00,321.94,0.00,13.64,2.43,727.55
1980,61,39340.57,0.00,312.41,0.00,13.95,3.74,798.06
1980,62,39529.78,0.00,324.05,0.00,15.94,4.72,855.08
1980,63,39719.58,5.02,163.36,0.00,9.94,4.29,829.72
1980,64,39909.95,6.26,180.79,0.00,11.38,5.04,874.33
1980,65,40100.84,15.80,113.49,0.00,6.26,2.76,744.78
1980,66,40292.21,1.14,303.31,0.00,9.15,0.84,649.06
1980,67,40484.05,1.97,316.90,0.00,10.22,1.23,667.71
1980,68,40676.31,0.00,267.20,0.00,10.46,3.62,791.37
1980,69,40868.95,0.00,341.54,0.00,11.20,1.06,659.42
1980,70,41061.95,14.21,223.23,0.00,10.60,2.85,749.43
1980,71,41255.28,12.72,162.35,0.00,6.44,1.51,681.25
1980,72,41448.91,9.99,180.89,0.00,6.48,1.01,656.96
1980,73,41642.79,29.95,185.36,0.00,6.65,1.18,665.31
1980,74,41836.91,18.87,192.91,0.00,5.75,0.14,617.13
1980,75,42031.23,12.15,195.46,0.00,5.00,-0.63,583.40
1980,76,42225.73,4.44,272.19,0.00,8.10,-1.27,556.49
1980,77,42420.37,11.25,233.86,0.00,8.63,1.49,680.06
1980,78,42615.12,7.89,200.21,0.00,8.09,2.40,725.69
1980,79,42809.96,3.10,232.48,0.00,9.77,2.87,750.48
1980,80,43004.86,5.17,205.26,0.00,9.00,3.25,771.24
1980,81,43199.79,0.00,266.58,0.00,8.18,2.71,741.83
1980,82,43394.71,1.14,320.67,0.00,10.15,3.21,768.75
1980,83,43589.61,4.14,266.86,0.00,8.87,0.86,650.02
1980,84,43784.45,0.00,410.87,0.00,10.93,0.05,612.93
1980,85,43979.21,0.00,438.56,0.00,14.48,0.21,619.90
1980,86,44173.85,9.73,239.37,0.00,8.36,1.65,687.78
