Latitude: 45.33218  Longitude: -122.34935
X & Y on Lambert Conformal Conic: -1651451.58 522650.85
Tile: 12089
Elevation: 114 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129
year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
1980,1,30980.07,5.25,85.81,0.00,9.84,4.49,841.37
1980,2,31031.52,9.51,69.42,0.00,7.86,3.74,798.29
1980,3,31087.16,0.84,121.99,0.00,7.77,2.15,712.83
1980,4,31146.94,21.58,62.22,0.00,6.57,2.99,757.05
1980,5,31210.82,8.77,84.90,0.00,6.96,1.91,700.70
1980,6,31278.75,0.00,151.43,0.00,4.06,-3.15,484.35
1980,7,31350.67,10.10,80.12,0.00,1.02,-3.46,472.94
1980,8,31426.54,46.97,86.40,0.00,2.80,-2.08,524.23
1980,9,31506.29,41.65,63.02,0.00,2.62,-0.79,576.44
1980,10,31589.86,11.10,91.54,0.00,3.04,-2.10,523.61
1980,11,31677.19,19.33,136.20,0.00,8.23,-1.45,549.09
1980,12,31768.23,37.82,143.83,0.00,12.17,0.71,643.15
1980,13,31862.89,38.30,92.76,0.00,7.36,2.18,714.83
1980,14,31961.13,26.44,82.70,0.00,7.05,2.57,734.92
1980,15,32062.86,3.07,107.22,0.00,6.60,0.56,636.14
1980,16,32168.03,14.66,92.22,0.00,7.76,2.78,745.54
1980,17,32276.55,3.11,109.55,0.00,6.99,0.93,653.40
1980,18,32388.36,0.00,179.35,0.00,4.85,-3.14,484.38
1980,19,32503.39,0.00,182.59,0.00,6.53,-1.69,539.78
1980,20,32621.57,0.00,175.81,0.00,6.43,-1.11,563.04
1980,21,32742.81,0.00,207.06,0.00,8.91,-1.61,542.72
1980,22,32867.05,0.00,190.70,0.00,8.48,-0.01,610.12
1980,23,32994.22,0.00,205.86,0.00,8.63,-1.08,564.33
1980,24,33124.24,0.00,214.66,0.00,7.63,-2.71,500.40
1980,25,33257.03,0.00,180.73,0.00,6.92,-0.29,597.81
1980,26,33392.53,0.00,166.36,0.00,0.88,-5.22,414.41
1980,27,33530.65,0.00,173.67,0.00,-2.29,-8.57,320.01
1980,28,33671.33,0.00,174.03,0.00,-3.45,-9.63,294.39
1980,29,33814.50,0.00,222.86,0.00,-0.68,-9.96,286.74
1980,30,33960.07,0.00,223.22,0.00,0.91,-8.25,328.04
1980,31,34107.99,3.88,151.77,0.00,2.48,-5.10,418.05
1980,32,34258.17,26.60,152.97,0.00,5.83,-1.92,530.63
1980,33,34410.55,21.62,106.67,0.00,7.51,2.75,743.96
1980,34,34565.06,5.55,171.36,0.00,11.73,1.96,703.52
1980,35,34721.64,0.00,245.03,0.00,12.72,1.17,664.66
1980,36,34880.20,3.93,147.00,0.00,10.74,3.48,783.80
1980,37,35040.69,14.28,115.10,0.00,9.57,4.37,834.36
1980,38,35203.04,3.64,133.51,0.00,8.84,2.72,742.74
1980,39,35367.19,0.00,235.27,0.00,10.13,0.77,645.88
1980,40,35533.07,0.00,213.63,0.00,10.28,2.40,726.12
1980,41,35700.62,0.00,211.80,0.00,10.59,3.00,757.62
1980,42,35869.78,0.00,214.83,0.00,9.26,1.82,696.35
1980,43,36040.49,0.00,265.73,0.00,9.69,-1.26,556.88
1980,44,36212.69,0.00,222.39,0.00,5.99,-1.61,542.72
1980,45,36386.32,0.00,145.65,0.00,3.60,-0.78,576.78
1980,46,36561.33,2.33,148.33,0.00,5.10,-1.15,561.48
1980,47,36737.66,1.88,208.66,0.00,6.79,0.14,617.05
1980,48,36915.27,8.35,135.80,0.00,7.46,1.98,704.21
1980,49,37094.08,7.91,188.17,0.00,12.26,3.58,789.11
