Latitude: 45.30848  Longitude: -122.0847
X & Y on Lambert Conformal Conic: -1633015.37 515016.3
Tile: 12089
Elevation: 885 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129
year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
1980,1,31006.23,9.90,51.58,0.00,5.30,2.31,721.11
1980,2,31057.55,15.46,69.41,0.00,5.06,0.97,655.27
1980,3,31113.05,7.40,98.81,0.00,3.51,-2.41,511.59
1980,4,31172.69,28.56,82.87,0.00,3.43,-1.41,551.05
1980,5,31236.41,10.89,52.42,0.00,1.19,-1.73,538.19
1980,6,31304.18,0.00,195.84,0.00,1.75,-7.88,337.55
1980,7,31375.93,23.15,147.48,23.15,-0.93,-9.02,308.82
1980,8,31451.61,62.54,146.20,85.69,-0.02,-7.41,350.08
1980,9,31531.17,48.64,128.48,134.33,-0.87,-6.79,367.50
1980,10,31614.54,25.20,104.25,159.53,-1.98,-6.52,375.00
1980,11,31701.66,34.75,210.36,194.28,6.51,-7.06,359.81
1980,12,31792.48,50.23,198.61,193.34,7.31,-3.76,462.52
1980,13,31886.92,49.62,138.09,191.00,5.66,-0.42,592.25
1980,14,31984.92,28.85,104.89,188.36,4.71,0.27,622.93
1980,15,32086.41,2.67,157.44,187.28,3.56,-3.41,474.71
1980,16,32191.33,16.46,142.78,185.35,4.71,-1.42,550.50
1980,17,32299.60,8.71,88.72,184.08,0.58,-2.97,490.74
1980,18,32411.15,0.00,214.71,184.08,-1.72,-8.28,327.39
1980,19,32525.91,0.00,251.92,184.08,0.80,-7.34,352.15
1980,20,32643.81,0.00,299.27,183.82,6.17,-5.39,409.09
1980,21,32764.77,0.00,257.53,182.37,5.85,-2.54,506.69
1980,22,32888.73,0.00,302.96,181.58,7.41,-4.12,450.10
1980,23,33015.60,0.00,313.49,180.64,8.85,-3.76,462.50
1980,24,33145.32,0.00,295.09,178.97,8.28,-2.03,526.39
1980,25,33277.81,0.00,196.37,177.82,2.25,-3.25,480.57
