Latitude: 44.9828  Longitude: -121.88249
X & Y on Lambert Conformal Conic: -1627363.34 477730.7
Tile: 12090
Elevation: 726 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129
year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
1980,1,31136.04,2.24,80.08,0.00,6.44,1.35,673.38
1980,2,31186.74,9.85,85.57,0.00,5.61,0.17,618.19
1980,3,31241.57,3.31,97.00,0.00,5.57,-0.71,580.06
1980,4,31300.49,29.71,70.28,0.00,4.61,0.34,625.99
1980,5,31363.44,5.79,60.44,0.00,3.85,0.27,622.61
1980,6,31430.39,0.00,154.76,0.00,2.07,-5.53,404.75
1980,7,31501.28,16.70,114.48,16.70,-0.42,-6.68,370.39
1980,8,31576.05,49.93,106.89,16.52,0.16,-5.57,403.44
1980,9,31654.66,26.76,74.29,15.89,-0.76,-4.51,437.02
1980,10,31737.04,5.27,111.54,15.86,0.00,-5.92,392.77
1980,11,31823.12,32.82,174.28,48.68,6.28,-6.64,371.68
1980,12,31912.86,54.15,167.23,47.32,8.61,-2.77,498.29
1980,13,32006.19,41.34,124.64,44.67,6.96,0.32,625.04
1980,14,32103.03,22.06,89.18,41.51,5.93,1.51,681.05
1980,15,32203.33,1.46,181.55,40.07,4.61,-2.57,505.40
1980,16,32307.02,13.87,129.47,38.02,5.60,-1.12,562.60
1980,17,32414.02,0.00,106.94,36.04,2.49,-1.27,556.37
1980,18,32524.27,0.00,171.12,36.04,0.08,-6.24,383.37
1980,19,32637.70,0.00,225.45,36.04,2.94,-6.56,373.88
1980,20,32754.24,0.00,241.45,36.00,5.08,-5.90,393.49
1980,21,32873.81,0.00,229.18,34.78,6.58,-3.10,485.96
1980,22,32996.34,0.00,241.27,33.99,6.46,-4.12,450.12
1980,23,33121.76,0.00,246.09,32.67,7.99,-2.85,495.06
1980,24,33250.00,0.00,242.34,31.09,8.03,-2.24,518.04
1980,25,33380.98,4.39,156.92,30.08,4.09,-3.59,468.37
1980,26,33514.64,0.00,115.48,30.08,-5.25,-8.85,313.11
1980,27,33650.90,0.00,229.56,30.08,-7.23,-15.35,185.29
1980,28,33789.68,0.00,239.98,30.08,-8.03,-16.59,167.10
1980,29,33930.92,0.00,272.83,30.08,-4.71,-15.85,177.75
1980,30,34074.55,0.00,290.45,30.08,-1.01,-14.59,197.21
1980,31,34220.50,8.38,206.78,38.46,1.51,-9.77,291.18
