Latitude: 44.89618  Longitude: -122.00661
X & Y on Lambert Conformal Conic: -1638773.67 471295.19
Tile: 12089
Elevation: 853 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129
year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
1980,1,31187.53,3.56,65.56,0.00,5.69,1.61,685.78
1980,2,31237.98,11.57,80.65,0.00,5.08,-0.02,609.60
1980,3,31292.54,3.25,95.17,0.00,5.14,-1.08,564.23
1980,4,31351.17,35.74,69.83,0.00,4.87,0.60,637.96
1980,5,31413.82,7.28,61.00,0.00,3.12,-0.51,588.56
1980,6,31480.45,0.00,147.96,0.00,1.90,-5.60,402.46
1980,7,31551.00,18.33,124.78,18.33,-0.31,-7.55,346.32
1980,8,31625.41,45.06,105.04,17.90,0.74,-4.97,422.11
1980,9,31703.64,32.70,68.18,16.82,0.01,-3.44,473.81
1980,10,31785.63,8.08,105.40,24.90,-0.50,-6.06,388.59
1980,11,31871.30,36.95,172.36,61.85,6.52,-7.07,359.52
1980,12,31960.62,61.49,158.60,60.37,7.79,-2.50,508.24
1980,13,32053.50,40.74,120.19,57.89,6.29,-0.09,606.78
1980,14,32149.89,27.05,85.16,54.99,5.08,0.92,652.62
1980,15,32249.71,2.49,133.35,53.73,4.09,-3.02,489.01
1980,16,32352.91,13.85,116.39,51.56,5.08,-0.81,575.62
1980,17,32459.42,0.00,103.71,49.74,1.95,-1.68,539.83
1980,18,32569.15,0.00,166.41,49.74,-0.78,-6.97,362.20
1980,19,32682.06,0.00,228.75,49.74,3.89,-6.90,364.31
1980,20,32798.05,0.00,236.42,49.66,5.89,-5.81,396.11
1980,21,32917.07,0.00,230.01,48.33,7.81,-2.82,496.24
1980,22,33039.04,0.00,238.98,47.31,7.85,-3.58,468.72
1980,23,33163.88,0.00,238.90,45.98,8.40,-2.83,496.07
1980,24,33291.54,0.00,219.18,44.22,7.17,-1.81,534.88
1980,25,33421.92,3.95,141.35,43.30,2.86,-3.82,460.38
1980,26,33554.98,0.00,115.94,43.30,-5.99,-9.62,294.63
1980,27,33690.62,0.00,208.06,43.30,-8.04,-15.35,185.33
1980,28,33828.78,0.00,236.59,43.30,-7.74,-16.65,166.20
1980,29,33969.39,0.00,269.01,43.30,-4.32,-16.31,171.07
1980,30,34112.37,0.00,282.88,43.30,0.43,-14.38,200.81
1980,31,34257.66,11.69,204.43,55.00,3.15,-8.65,317.90
1980,32,34405.20,23.38,164.29,53.70,4.71,-2.91,493.00
1980,33,34554.90,16.49,106.64,50.62,5.72,1.31,671.60
1980,34,34706.70,5.32,127.26,47.50,6.82,1.44,677.89
1980,35,34860.53,0.00,249.82,45.30,8.71,-0.77,577.27
1980,36,35016.34,14.47,145.53,42.54,6.83,0.57,636.34
1980,37,35174.04,16.68,107.07,39.60,5.27,1.00,656.75
1980,38,35333.59,0.00,210.59,37.53,5.68,-1.06,565.09
1980,39,35494.90,0.00,241.22,35.58,6.85,-1.36,552.79
1980,40,35657.94,0.00,232.46,33.77,5.97,-1.69,539.42
1980,41,35822.62,0.00,227.18,31.98,5.42,-1.73,537.83
1980,42,35988.89,0.00,284.72,30.61,7.65,-2.73,499.43
1980,43,36156.70,0.00,313.47,30.11,8.66,-4.81,427.29
1980,44,36325.98,0.00,276.30,29.15,5.89,-3.71,464.31
1980,45,36496.69,1.10,233.06,28.65,2.28,-4.81,427.45
1980,46,36668.75,1.61,284.87,28.25,4.61,-5.04,419.91
1980,47,36842.12,2.39,218.12,27.36,6.22,-3.88,458.38
1980,48,37016.75,8.52,215.89,25.97,7.19,-2.70,500.70
1980,49,37192.59,16.28,171.10,22.72,8.66,1.75,692.82
1980,50,37369.57,9.46,149.59,19.54,7.22,1.56,683.42
1980,51,37547.67,3.48,140.43,16.95,5.26,0.17,618.48
1980,52,37726.81,1.75,298.84,15.26,7.36,-1.99,527.87
1980,53,37906.97,11.69,179.38,13.17,5.48,-1.02,566.70
1980,54,38088.09,3.02,217.21,10.96,7.76,-0.74,578.70
1980,55,38270.12,0.00,323.98,8.06,11.50,0.91,652.38
1980,56,38453.03,19.67,162.84,4.35,8.62,2.84,749.02
1980,57,38636.77,5.61,187.74,0.32,10.47,3.58,789.47
1980,58,38821.30,9.12,158.91,0.00,11.24,4.98,870.53
1980,59,39006.58,6.96,122.40,0.00,7.62,3.23,769.79
1980,60,39192.57,0.00,316.79,0.00,10.61,-0.35,595.17
1980,61,39379.23,0.00,322.58,0.00,11.83,0.60,638.08
1980,62,39566.51,0.00,308.71,0.00,11.75,1.74,692.67
1980,63,39754.40,12.56,147.77,0.00,6.91,1.78,694.56
1980,64,39942.84,6.17,160.94,0.00,8.18,2.54,733.38
1980,65,40131.80,9.07,118.10,0.00,4.67,0.86,649.80
1980,66,40321.25,2.37,215.78,0.00,6.10,-1.80,535.35
1980,67,40511.16,4.52,202.05,0.00,6.48,-0.66,581.80
1980,68,40701.49,2.04,168.89,0.00,6.93,1.31,671.54
1980,69,40892.20,0.00,341.19,0.00,9.95,-0.57,585.90
1980,70,41083.27,13.66,218.70,0.00,8.08,0.31,624.71
1980,71,41274.67,14.96,149.39,0.00,3.41,-1.25,557.47
1980,72,41466.35,17.46,167.29,0.00,2.79,-2.35,513.90
1980,73,41658.30,34.68,160.61,0.00,3.19,-1.53,545.95
1980,74,41850.48,19.28,124.39,0.00,1.66,-1.79,535.72
1980,75,42042.87,10.70,202.66,0.00,2.41,-3.55,470.05
1980,76,42235.43,3.68,267.74,0.00,4.59,-4.51,437.13
1980,77,42428.13,11.93,227.95,0.00,5.12,-1.69,539.51
1980,78,42620.94,4.52,204.38,0.00,4.80,-0.93,570.77
1980,79,42813.84,2.80,217.59,0.00,6.15,-0.02,609.69
1980,80,43006.80,4.73,161.96,0.00,4.48,0.24,621.52
1980,81,43199.79,0.00,267.96,0.00,4.40,-0.98,568.64
1980,82,43392.78,3.11,229.48,0.00,6.58,0.23,621.02
1980,83,43585.73,4.75,248.59,0.00,5.14,-1.88,532.22
1980,84,43778.64,0.00,419.48,0.00,8.87,-2.67,501.85
1980,85,43971.45,3.60,322.42,0.00,10.19,-2.61,503.88
1980,86,44164.15,16.13,207.32,0.00,4.34,-1.06,565.14
1980,87,44356.71,2.70,278.65,0.00,6.23,-2.04,525.73
1980,88,44549.10,0.00,437.93,0.00,8.51,-3.84,459.97
1980,89,44741.28,10.11,227.41,0.00,5.43,-0.69,580.86
1980,90,44933.23,0.00,375.28,0.00,5.43,-2.71,500.29
1980,91,45124.92,2.23,269.94,0.00,4.22,-3.23,481.32
1980,92,45316.31,0.00,435.83,0.00,6.68,-4.18,448.18
1980,93,45507.38,0.00,459.69,0.00,9.15,-4.27,445.18
1980,94,45698.10,1.78,462.50,0.00,10.45,-3.43,474.14
1980,95,45888.42,4.88,334.95,0.00,12.16,-0.62,583.61
1980,96,46078.33,20.56,216.85,0.00,6.83,1.02,657.31
1980,97,46267.78,21.95,167.17,0.00,2.78,-1.42,550.55
1980,98,46456.75,4.50,282.72,0.00,5.21,-2.91,492.97
1980,99,46645.19,15.06,275.55,0.00,8.28,0.48,632.56
1980,100,46833.07,19.89,227.46,0.00,7.12,1.20,666.13
1980,101,47020.36,7.43,310.38,0.00,8.94,-0.54,587.29
1980,102,47207.02,0.00,493.58,0.00,16.73,-1.50,547.11
1980,103,47393.01,0.00,488.15,0.00,21.73,2.62,737.28
1980,104,47578.29,2.41,362.69,0.00,21.39,2.84,748.94
1980,105,47762.82,9.92,262.23,0.00,11.70,3.51,785.31
1980,106,47946.57,0.00,466.78,0.00,15.44,1.33,672.47
1980,107,48129.48,0.00,498.86,0.00,20.16,0.52,634.37
1980,108,48311.52,0.00,444.68,0.00,15.84,2.87,750.67
1980,109,48492.64,2.82,355.74,0.00,18.00,1.89,699.95
1980,110,48672.79,5.15,238.50,0.00,13.44,5.49,902.43
1980,111,48851.94,19.58,140.64,0.00,8.22,3.93,808.80
1980,112,49030.04,0.00,273.29,0.00,8.09,1.72,691.34
1980,113,49207.03,0.00,365.51,0.00,11.44,2.24,717.76
1980,114,49382.86,4.76,255.97,0.00,13.40,4.93,867.89
1980,115,49557.50,4.36,226.86,0.00,10.65,3.59,789.95
1980,116,49730.87,0.00,496.01,0.00,17.12,0.43,630.02
1980,117,49902.94,0.00,495.82,0.00,21.34,3.51,785.48
1980,118,50073.64,2.28,371.92,0.00,24.29,5.05,875.23
1980,119,50242.93,6.38,256.59,0.00,14.95,6.00,934.43
1980,120,50410.74,1.16,382.14,0.00,10.35,0.35,626.45
1980,121,50577.02,0.00,493.09,0.00,16.62,-0.03,609.35
1980,122,50741.71,0.00,509.07,0.00,21.17,1.70,690.44
1980,123,50904.74,0.00,427.68,0.00,15.79,3.23,770.10
1980,124,51066.06,0.00,529.73,0.00,23.71,0.06,613.59
1980,125,51225.61,0.00,512.24,0.00,24.57,3.66,793.58
1980,126,51383.32,0.00,386.69,0.00,17.33,5.90,928.32
1980,127,51539.13,0.00,266.78,0.00,12.26,5.08,876.82
1980,128,51692.97,0.00,469.62,0.00,16.85,1.10,661.12
1980,129,51844.77,4.36,193.32,0.00,11.13,4.13,820.47
1980,130,51994.48,9.29,170.33,0.00,9.36,3.31,774.55
1980,131,52142.02,5.98,135.94,0.00,7.69,3.03,758.90
