Latitude: 45.3377  Longitude: -122.14853
X & Y on Lambert Conformal Conic: -1636810.92 519257.17
Tile: 12089
Elevation: 501 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129
year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
1980,1,30980.07,9.90,73.44,0.00,7.31,2.91,752.51
1980,2,31031.52,13.99,69.54,0.00,6.21,2.11,711.14
1980,3,31087.16,4.92,93.41,0.00,5.59,-0.11,605.79
1980,4,31146.94,25.37,74.36,0.00,4.98,0.65,640.40
1980,5,31210.82,8.92,68.70,0.00,4.00,0.08,614.13
1980,6,31278.75,0.00,164.25,0.00,2.74,-5.38,409.24
1980,7,31350.67,19.04,114.25,19.04,-0.32,-6.26,382.55
1980,8,31426.54,55.49,109.12,18.58,0.66,-4.91,424.05
1980,9,31506.29,44.43,89.41,17.79,0.26,-4.11,450.56
1980,10,31589.86,20.56,103.90,17.23,0.48,-4.67,431.80
1980,11,31677.19,27.08,165.65,16.71,6.75,-4.76,428.99
1980,12,31768.23,43.05,165.23,15.05,9.38,-2.05,525.28
1980,13,31862.89,44.21,110.54,12.29,6.13,0.58,636.85
1980,14,31961.13,29.31,89.75,9.22,5.62,1.30,670.80
1980,15,32062.86,2.75,123.64,7.31,4.79,-1.45,549.09
1980,16,32168.03,16.18,113.45,4.67,5.88,0.30,624.35
1980,17,32276.55,6.23,99.33,2.53,3.75,-0.91,571.64
1980,18,32388.36,0.00,191.25,2.38,1.65,-5.65,400.82
1980,19,32503.39,0.00,206.23,1.85,3.51,-4.73,429.87
1980,20,32621.57,0.00,223.58,0.82,6.07,-3.56,469.67
1980,21,32742.81,0.00,201.93,0.00,7.26,-2.30,515.63
1980,22,32867.05,0.00,206.89,0.00,7.61,-2.26,517.48
1980,23,32994.22,0.00,218.45,0.00,8.57,-2.53,506.89
1980,24,33124.24,0.00,218.33,0.00,8.26,-2.41,511.55
1980,25,33257.03,0.00,166.34,0.00,4.36,-1.96,528.83
1980,26,33392.53,0.00,140.50,0.00,-3.07,-7.97,335.30
1980,27,33530.65,0.00,185.70,0.00,-5.54,-12.41,235.77
1980,28,33671.33,0.00,187.27,0.00,-6.36,-13.18,221.45
1980,29,33814.50,0.00,218.94,0.00,-3.85,-12.61,231.95
1980,30,33960.07,0.00,234.93,0.00,-1.16,-11.27,258.35
1980,31,34107.99,5.91,195.79,5.91,2.04,-8.08,332.42
1980,32,34258.17,28.99,175.03,4.77,4.85,-3.29,479.07
1980,33,34410.55,20.22,112.25,1.58,6.12,1.59,684.95
1980,34,34565.06,8.46,154.30,0.00,9.43,1.53,681.92
1980,35,34721.64,0.00,235.52,0.00,10.04,-0.02,609.94
1980,36,34880.20,5.83,140.70,0.00,8.21,1.50,680.63
1980,37,35040.69,18.41,95.10,0.00,6.55,2.43,727.53
1980,38,35203.04,8.54,140.63,0.00,7.29,0.85,649.52
1980,39,35367.19,0.00,213.59,0.00,7.26,-0.38,593.89
1980,40,35533.07,0.00,195.40,0.00,7.14,0.48,632.17
1980,41,35700.62,0.00,201.57,0.00,7.02,0.30,624.03
1980,42,35869.78,0.00,223.20,0.00,6.54,-0.98,568.54
1980,43,36040.49,0.00,278.07,0.00,8.33,-3.37,476.20
1980,44,36212.69,0.00,223.03,0.00,4.13,-3.23,481.38
1980,45,36386.32,3.14,112.49,0.00,0.55,-3.83,460.15
1980,46,36561.33,3.64,169.83,0.00,2.91,-4.33,443.29
1980,47,36737.66,4.28,182.77,0.00,4.93,-3.17,483.46
1980,48,36915.27,11.13,187.37,0.00,6.64,-1.74,537.68
1980,49,37094.08,12.67,170.72,0.00,9.59,2.33,722.20
1980,50,37274.06,8.96,145.40,0.00,8.95,3.22,769.19
1980,51,37455.16,5.00,150.28,0.00,7.30,1.55,682.88
1980,52,37637.32,0.00,285.47,0.00,8.20,-1.38,552.12
1980,53,37820.50,7.30,185.93,0.00,6.89,-0.38,593.81
1980,54,38004.65,3.79,186.38,0.00,7.97,0.82,648.32
1980,55,38189.73,2.33,206.32,0.00,10.93,2.47,729.57
1980,56,38375.68,14.53,133.33,0.00,8.74,4.11,819.14
1980,57,38562.47,6.09,167.59,0.00,10.76,4.71,854.38
1980,58,38750.06,7.07,146.86,0.00,11.40,6.32,955.58
1980,59,38938.41,11.71,149.04,0.00,9.80,4.81,860.20
1980,60,39127.46,0.00,332.09,0.00,12.50,1.38,674.67
1980,61,39317.19,0.00,326.51,0.00,12.79,2.40,725.78
1980,62,39507.56,0.00,331.85,0.00,14.65,3.79,801.11
1980,63,39698.52,5.82,167.43,0.00,8.81,3.31,774.43
1980,64,39890.05,7.58,172.79,0.00,9.46,3.84,804.03
1980,65,40082.10,16.67,104.39,0.00,4.08,1.07,659.66
1980,66,40274.65,1.63,326.69,0.00,8.01,-0.83,574.72
1980,67,40467.65,2.72,245.03,0.00,8.66,-0.23,600.67
1980,68,40661.07,0.00,272.78,0.00,9.26,2.66,739.23
1980,69,40854.89,0.00,337.30,0.00,9.82,0.64,639.50
1980,70,41049.06,16.04,219.45,0.00,9.61,2.45,728.25
1980,71,41243.56,17.87,180.69,0.00,5.69,0.33,625.30
1980,72,41438.35,13.87,180.59,0.00,5.21,-0.03,609.26
1980,73,41633.41,30.56,189.74,0.00,5.74,0.33,625.40
1980,74,41828.70,18.27,186.99,0.00,4.63,-0.57,586.01
1980,75,42024.19,14.64,198.66,0.00,3.74,-1.79,535.63
1980,76,42219.86,4.05,278.53,0.00,7.17,-2.22,519.06
1980,77,42415.67,11.41,238.64,0.00,7.25,0.19,619.33
1980,78,42611.60,11.63,199.23,0.00,6.70,1.29,670.34
1980,79,42807.61,4.99,217.51,0.00,7.90,1.90,700.51
1980,80,43003.69,4.04,199.12,0.00,7.97,2.65,739.16
1980,81,43199.79,0.00,274.60,0.00,7.28,1.84,697.27
