Latitude: 44.8419  Longitude: -121.91357
X & Y on Lambert Conformal Conic: -1633499.8 463915.25
Tile: 12090
Elevation: 1023 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129
year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
1980,1,31213.17,3.30,69.69,0.00,4.96,0.71,642.98
1980,2,31263.50,10.81,87.99,0.00,4.52,-0.94,570.04
1980,3,31317.93,3.48,98.80,0.00,4.37,-1.88,532.04
1980,4,31376.42,37.24,73.82,0.00,4.15,-0.27,598.68
1980,5,31438.92,4.09,62.21,0.00,2.11,-1.51,546.64
1980,6,31505.39,0.00,162.24,0.00,1.16,-6.75,368.45
1980,7,31575.77,21.91,142.51,21.91,-0.93,-9.25,303.29
1980,8,31650.00,42.33,111.21,21.90,-0.12,-5.98,390.83
1980,9,31728.05,31.84,69.52,21.22,-0.95,-4.38,441.43
1980,10,31809.83,9.62,125.28,30.84,-0.72,-7.35,351.84
1980,11,31895.31,44.06,187.42,74.90,5.58,-8.57,320.00
1980,12,31984.41,65.70,160.61,73.50,6.63,-2.68,501.51
1980,13,32077.07,38.19,119.79,71.26,5.32,-0.67,581.76
1980,14,32173.23,25.97,84.54,68.72,4.03,0.04,612.70
1980,15,32272.82,3.37,144.48,68.03,3.06,-4.36,442.12
1980,16,32375.78,11.18,118.67,66.12,4.30,-1.44,549.69
1980,17,32482.03,0.00,112.18,64.70,1.19,-2.62,503.67
1980,18,32591.52,0.00,182.06,64.70,-2.18,-8.64,318.28
1980,19,32704.16,0.00,255.33,64.70,3.28,-8.35,325.44
1980,20,32819.88,0.00,264.59,64.70,5.62,-7.28,353.62
1980,21,32938.62,0.00,246.24,63.63,6.90,-3.45,473.45
1980,22,33060.31,0.00,263.47,63.10,7.21,-4.75,429.25
1980,23,33184.87,0.00,265.92,62.20,8.28,-3.84,459.66
1980,24,33312.23,0.00,227.88,60.51,6.51,-1.99,527.60
1980,25,33442.33,4.63,138.86,59.95,1.50,-4.65,432.51
1980,26,33575.07,0.00,114.38,59.95,-8.37,-11.80,247.62
1980,27,33710.41,0.00,218.34,59.95,-10.27,-17.42,155.78
1980,28,33848.26,0.00,261.25,59.95,-9.27,-18.67,139.98
1980,29,33988.55,0.00,293.14,59.95,-5.62,-17.95,148.91
1980,30,34131.22,0.00,310.44,59.95,-0.52,-15.85,177.78
1980,31,34276.19,13.14,221.38,73.08,2.62,-9.71,292.59
1980,32,34423.39,20.66,172.64,71.94,4.36,-3.27,480.02
1980,33,34572.76,15.64,105.84,69.01,5.18,0.98,655.42
1980,34,34724.23,5.06,121.73,66.09,5.80,0.93,653.34
1980,35,34877.72,0.00,263.59,64.25,7.55,-1.61,542.65
1980,36,35033.19,15.72,145.22,61.80,5.73,-0.16,603.77
1980,37,35190.55,14.61,116.10,59.29,4.40,-0.04,609.09
1980,38,35349.74,0.00,225.95,57.72,4.54,-2.25,517.84
1980,39,35510.71,0.00,230.20,56.11,4.78,-2.17,520.97
1980,40,35673.39,0.00,228.27,54.71,4.05,-2.69,501.22
1980,41,35837.72,0.00,212.42,53.35,3.15,-2.76,498.53
1980,42,36003.64,0.00,308.17,52.44,6.50,-3.82,460.40
1980,43,36171.09,0.00,342.79,52.44,7.47,-6.28,382.08
1980,44,36340.01,0.00,292.53,51.76,4.84,-4.39,441.29
1980,45,36510.35,1.39,255.90,53.15,0.94,-6.36,379.66
1980,46,36682.05,0.00,302.47,53.15,2.49,-6.90,364.30
1980,47,36855.06,2.89,240.75,52.90,5.33,-5.40,408.60
1980,48,37029.32,7.10,240.63,52.15,6.46,-4.23,446.54
1980,49,37204.78,16.98,172.53,49.16,7.56,1.11,661.88
1980,50,37381.40,9.17,148.06,46.37,5.84,0.66,640.71
1980,51,37559.12,2.56,149.55,44.13,4.40,-0.67,581.65
1980,52,37737.89,2.25,236.97,42.84,6.17,-2.93,492.36
1980,53,37917.68,12.07,190.03,41.18,4.31,-2.06,524.93
1980,54,38098.42,2.07,223.90,39.31,6.38,-1.53,545.93
1980,55,38280.08,0.00,340.60,36.80,9.88,-0.03,609.27
1980,56,38462.61,19.52,186.64,33.61,7.85,1.60,685.69
1980,57,38645.98,5.68,205.84,30.00,9.64,2.58,735.40
1980,58,38830.13,8.87,183.76,25.85,9.92,3.90,807.03
1980,59,39015.03,6.49,147.33,22.40,6.66,2.20,715.56
1980,60,39200.63,0.00,381.42,20.55,9.52,-1.59,543.79
